net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector;net.AccessPoint.application.delay:vector
;;0.375234;0.531231;0.741216;0.602214;0.586224;0.386212;0.331229;0.464227;1.11322;0.759224;0.604205;0.518211;1.62822;1.34021;0.486227;1.90821;0.649218;0.672222;0.944209;0.276225;1.60921;0.518231;1.36823;0.880223;1.72921;1.59323;2.01722;0.335223;1.22822;2.00723;1.70923;0.832238;3.01522;2.59422;1.76022;1.99522;1.44223;1.15822
;;0.441222;0.664219;0.868211;0.648217;0.647229;0.453229;0.372224;0.509219;1.16622;0.800225;0.65723;0.566222;0.319234;1.46122;0.526238;0.333209;0.693217;0.712226;0.991239;0.316226;1.65722;0.558232;1.40823;0.933206;1.76923;1.63721;2.07422;0.37821;1.27124;2.04823;1.75223;0.874232;3.16121;2.63822;1.80522;2.03621;1.48523;1.19822
;;0.494227;0.704231;0.165223;0.700227;0.697219;0.505222;0.413235;0.567221;1.25923;0.845235;0.708207;0.616216;0.366229;1.50924;0.570231;0.417236;0.737217;0.752229;1.03321;0.358223;1.69724;0.600212;1.45623;0.974216;1.8142;1.68223;2.14222;0.418226;1.31721;2.09221;1.79623;0.917223;0.216234;2.72623;1.84521;2.08021;1.52522;1.24023
;;0.688231;0.747231;0.232211;0.776232;0.740226;0.56821;0.454207;0.642205;1.33221;0.885205;0.762232;0.661223;0.413221;0.328224;0.615219;0.460223;0.778221;0.793236;1.07322;0.401225;1.74321;0.640224;1.50321;1.02023;1.85623;1.79121;2.19622;0.540219;1.37323;2.13423;1.83621;0.959226;0.256216;2.78722;1.88623;2.12221;1.60822;1.28423
;;0.310234;0.939221;0.279229;0.861233;0.828227;0.608221;0.503216;0.682233;0.320214;0.925227;0.80721;0.703232;0.457216;0.371219;0.657209;0.552223;0.818221;0.844223;1.11423;0.457229;1.79023;0.680226;1.54622;1.07522;1.89823;1.84523;2.26523;0.580237;1.41521;2.22722;1.88022;1.00122;0.342215;2.83122;1.92823;2.16223;1.64824;1.33124
;;0.363236;0.242226;0.340227;1.01123;0.910229;0.667235;0.546226;0.723218;0.361224;0.976224;0.849231;0.752211;0.49721;0.412237;0.699231;0.596207;0.864222;0.890231;1.15822;0.503234;1.86922;0.721205;1.61423;1.13023;1.94122;1.90321;2.32022;0.620227;1.46822;2.28422;1.92021;1.04122;0.382229;2.87223;1.98223;2.20522;1.69022;1.37123
;;0.405227;0.286221;0.425211;0.135222;1.09823;0.760226;0.586221;0.769221;0.417223;1.04722;0.939209;0.795227;0.542229;0.453223;0.748228;0.661225;0.907214;0.938234;1.19923;0.549207;1.95122;0.765223;1.67022;1.17321;1.98221;1.94623;2.39423;0.663229;1.51123;2.35322;1.96822;1.16622;0.463234;2.92322;2.02824;2.24521;1.73121;1.41121
;;0.462231;0.343224;0.474211;0.182229;0.123226;0.839213;0.636217;0.833219;0.459219;1.11722;0.989219;0.882222;0.584227;0.494217;0.800224;0.701233;0.992216;0.978229;1.24322;0.593203;2.02821;0.80921;1.71722;1.21323;2.03622;1.99321;2.50123;0.703216;1.55222;2.43722;2.02222;1.20821;0.50823;2.98622;2.07523;2.28621;1.82322;1.45123
;;0.577222;0.420231;0.599216;0.229207;0.174219;0.898226;0.676212;0.883234;0.516233;1.17222;1.09423;0.927217;0.627231;0.534223;0.883209;0.748224;1.10423;1.07923;1.28421;0.633209;2.28923;0.854222;1.76421;1.25622;2.09822;2.03322;2.54221;0.743221;1.60122;2.49922;2.07123;1.25023;0.549211;3.07821;2.11522;2.32722;1.86421;1.53821
;;0.215227;0.468231;0.662226;0.288223;0.241209;0.998214;0.762234;0.954213;0.584233;1.24622;1.14621;0.971214;0.676216;0.577231;1.00224;0.788234;1.19622;1.12022;1.32522;0.680229;0.328222;0.894221;1.80621;1.29722;2.18722;2.08622;2.67722;0.825223;1.65123;2.54221;2.11122;1.29324;0.589238;3.13422;2.15823;2.37222;1.90423;1.58023
;;0.285236;0.519219;0.753219;0.329232;0.282218;1.07122;0.841223;1.00223;0.62821;1.29924;1.23822;1.04423;0.716207;0.618205;1.04621;0.829222;1.23621;1.16521;1.38222;0.828234;0.414222;0.935229;1.85323;1.34023;2.25023;2.13323;0.322221;0.908227;1.73522;2.58723;2.15822;1.33621;0.630224;3.28324;2.20222;2.42722;1.94623;1.68023
;;0.330222;0.678231;0.328227;0.421235;0.340227;0.335226;1.02222;1.05723;0.670229;1.34223;1.34021;1.09822;0.782221;0.662218;1.08721;0.878229;1.27723;1.21024;1.42921;0.868222;0.458222;0.975225;1.92121;1.39222;2.29523;2.17422;0.36321;0.965235;1.78522;2.67622;2.22821;1.37822;0.712211;3.34423;2.25322;2.47422;1.98722;1.72023
;;0.375231;0.290231;0.369211;0.554214;0.39221;0.377226;1.09022;1.10922;0.721216;1.38323;1.39223;1.14222;0.826214;0.709229;1.14223;0.931231;1.32123;1.25221;1.47723;0.908227;0.504233;1.01522;2.05123;1.44322;2.38023;2.22622;0.409219;1.00623;1.82823;2.77823;2.29324;1.4192;0.833232;0.262205;2.29823;2.52323;2.03723;1.76124
;;0.535234;0.354221;0.417229;0.597227;0.436217;0.421235;1.26721;1.27422;0.773231;1.42523;1.53623;1.18723;0.875207;0.749233;1.19321;0.974216;1.37222;1.29221;1.51823;1.00723;0.544225;1.06223;2.19222;1.49223;2.49821;2.27221;0.44921;1.09221;1.87022;0.328224;2.33723;1.50423;0.877229;0.342224;2.34222;2.56521;2.07723;1.84521
;;0.237236;0.398224;0.477219;0.793222;0.493214;0.461227;0.230234;1.55523;0.848229;1.57123;0.117229;1.29222;0.915226;0.789212;1.27022;1.02121;1.45122;1.33522;1.56123;1.05223;0.628221;1.10424;0.146219;1.57421;0.233226;2.3202;0.535225;1.13223;1.91221;0.371231;2.38624;1.54624;0.920229;0.382207;2.40123;2.60922;2.13023;1.88822
;;0.328227;0.441219;0.523226;0.215217;0.558238;0.511214;0.270229;0.311221;0.889218;0.132216;0.168222;1.35521;1.00623;0.831222;1.31322;1.07022;1.51221;1.38223;1.61323;1.09222;0.669237;1.15221;0.191235;1.61823;0.280216;2.36423;0.581211;1.17622;1.9582;0.414229;2.43922;1.58822;1.00822;0.426227;2.44322;2.65924;2.17323;1.92822
;;0.455234;0.540226;0.593211;0.263223;0.661229;0.563228;0.310212;0.368221;0.936229;0.172234;0.209225;1.44022;1.09422;0.939222;1.35521;1.12122;1.5562;1.42523;1.66423;1.15123;0.714231;1.19823;0.234229;1.65822;0.322217;2.43124;0.630214;1.21922;2.00422;0.458219;2.49722;1.62922;1.05721;0.467228;2.49723;2.71823;2.21322;1.96823
;;0.529222;0.582231;0.682216;0.306235;0.732226;0.60521;0.352223;0.426205;0.997205;0.265223;0.255232;1.54822;1.15224;0.986227;1.46821;1.17123;1.60223;1.4662;1.76123;1.19424;0.757234;1.24722;0.278231;1.7012;0.363224;2.49322;0.671219;1.26321;2.04622;0.498223;2.54622;1.69723;1.10222;0.507227;2.55123;2.76322;2.33622;2.01822
;;0.602231;0.713231;0.752211;0.409229;0.804224;0.647212;0.398217;0.473224;1.10823;0.30922;0.296203;0.306222;1.20923;1.04122;1.51221;1.22223;1.64623;1.51222;1.81921;1.23723;0.799216;1.29123;0.319217;1.74723;0.449234;2.54923;0.711217;1.30322;2.08723;0.538224;2.61223;1.73923;1.14221;0.548221;2.62122;2.81521;2.37722;2.08123
;;0.349227;0.284221;0.849223;0.454227;0.916229;0.697221;0.441216;0.515219;1.15121;0.34923;0.337209;0.358221;1.28922;1.08321;1.57522;1.27523;1.70823;1.55423;1.86722;1.33321;0.839216;1.36721;0.406216;1.79121;0.492219;2.61122;0.751223;1.38621;2.12722;0.578227;2.73523;1.82322;1.27923;0.588234;2.66122;2.85623;2.41722;2.12723
;;0.458236;0.341224;0.228227;0.494232;0.240209;0.759222;0.521216;0.560205;1.22522;0.389231;0.378228;0.407216;1.35923;1.13522;1.64623;1.3272;1.79323;1.60921;1.91322;1.38022;0.879226;1.40821;0.450223;1.83523;0.533217;0.190222;0.793224;1.43023;2.16821;0.618229;2.83824;1.86423;1.33823;0.63523;2.75721;2.91322;2.47423;2.22323
;;0.504231;0.391219;0.270219;0.566222;0.308218;0.802213;0.580222;0.610227;1.27222;0.452225;0.418227;0.458229;1.40424;1.2272;1.70423;1.38324;0.287226;1.65324;1.97724;1.42721;0.920212;1.45021;0.490222;1.88122;0.579205;0.271216;0.873232;1.47523;2.21323;0.780227;3.01723;1.90823;1.41823;0.67623;2.8162;2.96623;2.52522;2.26823
;;0.578234;0.487231;0.324211;0.643233;0.361229;0.848229;0.628229;0.655221;1.36722;0.495216;0.462205;0.507212;1.44522;1.26722;1.75423;1.42321;0.327229;1.70621;2.02124;1.48022;0.962239;1.49523;0.532229;1.92421;0.619218;0.311231;0.959229;1.51521;2.26023;0.822219;0.241236;1.99121;1.51323;0.842217;2.86422;3.02223;2.5662;2.30823
;;0.737222;0.563231;0.404211;0.746207;0.418227;0.924226;0.686213;0.696226;1.44421;0.537235;0.502219;0.551224;1.54521;1.32322;1.88423;1.47022;0.410219;1.74622;2.13323;1.55023;1.01122;1.54523;0.576222;1.97223;0.659204;0.359212;0.999231;1.55921;2.32621;0.862222;0.285216;2.04422;1.55422;0.885229;2.91622;3.06323;2.64121;2.35223
;;0.278231;0.619226;0.465229;0.310229;0.458214;1.04523;0.740217;0.750234;1.69722;0.622228;0.588223;0.598211;1.59021;1.37722;0.282228;1.53023;0.493229;1.80223;2.20822;1.64523;1.05222;1.68921;0.616236;2.01423;0.702219;0.400214;1.03923;1.60222;2.37322;0.910216;0.326237;2.08422;1.59422;0.926216;3.13622;3.12421;2.71522;2.44024
;;0.387222;0.861231;0.537223;0.385227;0.537226;1.13322;0.786224;0.851218;0.238219;0.666216;0.641211;0.648216;1.69723;1.44023;0.323231;1.59923;0.535234;1.84621;0.250231;1.69622;1.09521;1.76122;0.662211;2.07422;0.792209;0.441219;1.08023;1.64222;2.46723;0.950224;0.367239;2.12823;1.70123;0.966228;0.147224;3.18822;2.76921;2.48622
;;0.441236;0.289221;0.632226;0.427207;0.60921;0.0942117;0.858235;0.905227;0.279218;0.730227;0.683212;0.692211;0.126233;1.49722;0.374227;1.66923;0.577207;1.89622;0.351233;1.74221;1.16222;1.80623;0.708239;2.12223;0.833222;0.482216;1.12423;1.68522;2.50823;0.998221;0.408207;2.17623;1.74722;1.00621;0.227229;3.24422;2.81121;2.5272
;;0.506234;0.361224;0.674211;0.484222;0.653229;0.138226;0.916226;1.06421;0.375233;0.776224;0.724221;0.739232;0.167229;1.60723;0.423223;1.76221;0.620222;0.274238;0.391222;1.81723;1.20822;1.88022;0.74822;2.18423;0.874224;0.575224;1.16521;1.74123;2.55722;1.08022;0.454229;2.21921;1.79023;1.05022;0.270205;3.33122;2.88523;2.57621
;;0.684227;0.413231;0.720216;0.540232;0.719217;0.178223;0.965207;1.14823;0.416229;0.844224;0.771225;0.781224;0.210227;1.66721;0.467211;1.86423;0.663223;0.31721;0.479238;1.86623;1.25723;1.93222;0.793219;2.22522;0.955205;0.708221;1.22222;1.78623;2.61123;1.16623;0.496218;2.29022;1.83022;1.09121;0.311205;3.37923;2.95023;2.61622
;;0.369227;0.504219;0.326227;0.585223;0.766238;0.282226;1.05822;1.28123;0.458214;0.938222;0.825233;0.827221;0.348231;1.71821;0.508231;1.96323;0.703229;0.357233;0.520238;1.93323;1.29921;1.99823;0.833224;2.26523;0.996233;0.748225;1.26223;1.82722;2.67023;1.20623;0.585217;2.33423;1.87024;1.13622;0.391231;0.141224;3.00124;2.69022
;;0.428231;0.573231;0.414223;0.631233;0.863224;0.324235;1.15822;1.32222;0.505231;0.984205;0.88323;0.880229;0.391229;0.190219;0.553214;2.13523;0.746228;0.401222;0.563227;2.03422;1.34622;2.14122;0.877217;2.32923;1.04122;0.792219;1.3052;1.87222;0.206223;1.25022;0.631236;2.38522;1.91421;1.17622;0.431225;0.186226;3.11022;2.73822
;;0.472236;0.700231;0.460219;0.706222;0.931226;0.37021;0.268223;1.48822;0.575219;1.04122;0.930218;0.924218;0.477212;0.230214;0.601216;2.31524;0.786216;0.485221;0.603233;2.15022;1.38723;2.27522;0.917229;2.37223;1.08622;0.920216;1.39022;1.91323;0.289223;1.29122;0.672216;2.43322;1.96224;1.21621;0.516233;0.267222;3.15322;2.77922
;;0.584234;0.766226;0.520226;0.747217;1.10322;0.410232;0.312222;0.139221;0.62221;1.14323;0.99421;0.976222;0.527223;0.288237;0.647231;0.303207;0.868221;0.525219;0.651216;0.287229;1.43022;0.146219;0.962205;2.42923;1.12622;0.963205;1.43122;1.95323;0.386216;1.33223;0.712233;2.47522;2.00521;1.25624;0.559209;0.307229;3.19822;2.83222
;;0.711222;0.163231;0.618229;0.820235;0.155238;0.483227;0.352213;0.179226;0.681217;1.21522;1.05322;1.02323;0.569238;0.331223;0.687231;0.349219;0.909218;0.57521;0.713216;0.328233;1.49221;0.194209;1.00523;2.49023;1.16622;1.00323;1.47122;2.01522;0.470222;1.45422;0.754228;2.5572;2.04623;1.34322;0.599234;0.387211;3.26723;2.87723
;;0.159227;0.229224;0.674216;0.877214;0.219218;0.554228;0.406216;0.239227;0.753223;0.148222;1.14523;1.17821;0.624207;0.371211;0.727209;0.442229;0.958217;0.615236;0.753221;0.369225;1.53523;0.234231;1.04623;2.54723;1.20623;1.05121;1.52522;2.06522;0.511217;1.49622;0.841223;2.63723;2.09323;1.38421;0.68121;0.427219;3.42321;2.93622
;;0.223231;0.296231;0.740211;0.142217;0.262229;0.647229;0.450234;0.280221;0.795209;0.191235;1.23022;1.24523;0.665211;0.421225;0.769214;0.486214;1.06322;0.655212;0.794211;0.409231;1.64221;0.275212;1.09023;2.73721;1.24723;1.09122;1.58023;2.13723;0.553221;1.54621;0.882221;2.69623;2.13822;1.47122;0.721223;0.46721;0.174219;2.99222
;;0.353234;0.362221;0.879211;0.216207;0.302209;0.712222;0.494212;0.326219;0.867205;0.235216;1.40023;1.28922;0.713229;0.468205;0.813224;0.526239;1.11222;0.695223;0.839216;0.449225;1.68624;0.315212;1.13022;0.153216;1.29223;1.13923;1.63621;2.17721;0.639227;1.63623;0.937223;2.80522;2.19422;1.51422;0.761223;0.549226;0.217217;3.06822
;;0.445222;0.411231;0.945211;0.266214;0.371226;0.795214;0.537207;0.373223;0.973224;0.27623;0.133225;1.35722;0.767221;0.509227;0.857224;0.611234;1.15523;0.768232;0.881239;0.491223;1.72822;0.360205;1.17422;0.193231;1.33523;1.18222;1.68022;2.24922;0.679226;1.67723;0.978231;2.89322;2.23821;1.56022;0.801227;0.590224;0.258224;3.14522
;;0.573236;0.456219;0.190227;0.318235;0.414219;0.843213;0.588217;0.415227;1.01822;0.32322;0.17323;1.41523;0.810216;0.563227;0.899231;0.652221;1.19623;0.816229;0.921211;0.535226;1.79523;0.406222;1.22321;0.234229;1.37522;1.22322;1.76923;2.29322;0.76521;1.72023;1.02624;0.170204;2.28521;1.60521;0.843229;0.680229;0.298229;3.29821
;;0.140231;0.533226;0.279223;0.361222;0.454224;0.14421;0.636223;0.469219;1.05922;0.376225;0.225203;1.66823;0.907226;0.604205;0.945219;0.697229;1.23923;0.864226;0.973229;0.577219;1.83823;0.446223;1.26823;0.278221;1.41823;1.26922;1.81523;2.39521;0.805225;1.76323;1.06824;0.211218;2.32622;1.64722;0.886217;0.720227;0.422218;0.263218
;;0.239236;0.285231;0.337211;0.437227;0.495229;0.193226;0.680217;0.525218;1.09923;0.420227;0.265232;1.74121;0.954234;0.646224;0.988231;0.749227;1.28323;0.913223;1.07123;0.620207;1.89622;0.527223;1.32024;0.324216;1.45823;1.32123;1.85623;2.52823;0.846227;1.85622;1.11023;0.254229;2.37722;1.70423;0.928209;0.763226;0.467231;0.305234
;;0.290234;0.352219;0.378211;0.527232;0.542226;0.233228;0.733221;0.573205;1.14821;0.462234;0.310231;0.146216;1.02622;0.690222;1.03321;0.789231;1.32522;0.960216;1.11122;0.660223;1.93921;0.571223;1.36121;0.36623;1.51222;1.36223;1.91722;2.61823;0.890223;1.89722;1.15421;0.294233;2.43323;1.75023;0.970217;0.806223;0.548204;0.346214
;;0.423222;0.441224;0.478219;0.571222;0.611214;0.275213;0.777226;0.636227;1.28523;0.513216;0.352221;0.186209;1.07321;0.744219;1.07321;0.838212;1.36621;1.02323;1.16923;0.703229;1.9792;0.614237;1.40621;0.409226;1.55323;1.41923;1.95721;2.78522;0.930222;1.93921;1.19921;0.335226;2.48221;1.80022;1.01122;0.847231;0.589211;0.391221
;;0.475227;0.490226;0.533229;0.619233;0.694227;0.329226;0.830229;0.701233;1.48323;0.553225;0.410232;0.287222;1.13323;0.784217;1.12224;0.879234;1.4692;1.06621;1.22222;0.74921;2.01923;0.654209;1.45323;0.450229;1.62023;1.46123;1.99923;2.83123;0.970219;2.01223;1.23923;0.379222;2.53022;1.84822;1.09422;0.887232;0.669216;0.431217
;;0.322236;0.577221;0.573226;0.705229;0.78921;0.381226;0.889216;0.763224;0.287219;0.593227;0.452211;0.333212;1.25222;0.830231;1.16621;0.932227;1.52422;1.11322;1.26223;0.794218;2.09123;0.779234;1.49623;0.538223;1.66022;1.50924;2.04823;0.194227;1.0102;2.05521;1.27922;0.419227;2.57123;1.88823;1.14522;1.01221;0.709223;0.471217
;;0.386234;0.619231;0.670216;0.755223;0.923217;0.437214;0.943224;0.821205;0.33421;0.649217;0.504233;0.373216;1.29521;0.886222;1.21023;0.972214;1.60123;1.20321;1.30323;0.844215;2.13223;0.823232;1.53623;0.580216;1.70024;1.55123;2.11121;0.23821;1.05222;2.10322;1.32024;0.461214;2.72123;1.92823;1.18823;1.09321;0.749217;0.512223
;;0.456227;0.680231;0.815211;0.286222;0.196224;0.495222;0.986229;0.870217;0.385229;0.696226;0.559221;0.433211;1.34922;0.927229;1.25324;1.01222;1.68222;1.25623;1.34323;0.895209;2.17723;0.864234;1.57923;0.623216;1.75022;1.59622;2.18224;0.27923;1.09622;2.16622;1.36122;0.541227;2.92722;1.97222;1.23423;1.13422;0.789233;0.553229
;;0.533222;0.196231;0.344219;0.348207;0.256217;0.538223;1.22123;1.01122;0.437207;0.743231;0.601223;0.491227;1.46723;0.974227;1.29324;1.05221;1.73022;1.29722;1.40921;0.941219;2.41522;0.904233;1.66223;0.668229;1.79222;1.63622;2.23323;0.361219;1.15321;2.20923;1.40121;0.585227;0.270231;2.02222;1.27722;1.21523;0.832232;0.633209
;;0.579231;0.242226;0.410227;0.388227;0.328229;0.657212;0.153213;1.14122;0.483205;0.784228;0.71321;0.544233;1.66221;1.01922;1.34623;1.10022;0.316216;1.34323;1.45523;0.982222;0.187205;0.957223;1.70723;0.754204;1.84823;1.68022;2.27423;0.403229;1.19321;2.26123;1.44423;0.637233;0.310218;2.06221;1.32424;1.25923;0.872219;0.674229
;;0.314222;0.333219;0.464223;0.428235;0.372209;0.716235;0.207221;1.24821;0.523231;0.836224;0.755218;0.644232;0.28421;1.06022;1.41021;1.14023;0.360229;1.43623;1.49522;1.02323;0.237222;1.00021;1.75222;0.795226;1.8932;1.73023;2.31423;0.446215;1.24223;2.32122;1.48823;0.67823;0.350229;2.11523;1.36721;1.30221;0.952224;0.715217
;;0.374227;0.389231;0.513216;0.516232;0.412219;0.761229;0.264235;1.31223;0.567218;0.876206;0.873222;0.701227;0.349221;1.10023;1.46221;1.19122;0.403226;1.4842;1.54824;1.06421;0.282234;1.05421;1.79722;0.835223;1.93521;1.77023;2.36022;0.490223;1.28223;2.43323;1.52922;0.718232;0.391233;2.16123;1.41023;1.39322;0.997239;0.756216
;;0.442234;0.453224;0.553211;0.564229;0.537218;0.864232;0.304207;0.292234;0.616229;0.923224;0.923225;0.741214;0.390223;1.14822;1.50723;1.25623;0.444229;1.53523;1.60021;1.10623;0.366223;1.09621;1.84322;0.916233;2.00922;1.81122;2.40323;0.531222;1.33023;2.47823;1.56922;0.798234;0.434234;2.21822;1.46423;1.52122;1.03923;0.796221
;;0.577236;0.617221;0.620211;0.640223;0.582227;0.911221;0.348229;0.339227;0.658233;1.01022;0.964209;0.836214;0.439214;1.19123;1.57023;1.30623;0.486232;1.58723;1.64423;1.15023;0.410216;1.13723;1.88422;0.958231;2.04923;1.85823;2.55621;0.611229;1.37521;2.5262;1.67822;0.838223;0.557231;2.26123;1.51222;1.56122;1.12622;0.836226
;;0.732231;0.670231;0.703229;0.731214;0.637238;1.01223;0.389216;0.387221;0.710233;1.07524;1.02022;0.878223;0.492207;1.23321;1.61322;1.36822;0.526233;1.65123;1.68821;1.24421;0.502219;1.17723;1.93222;0.998219;2.09522;1.90021;2.60223;0.654225;1.41723;2.58423;1.72021;0.883224;0.603229;2.30422;1.61021;1.60422;1.20623;0.878213
;;0.351227;0.320219;0.773211;0.847222;0.717226;0.260223;0.435229;0.431205;0.758224;1.13222;1.08123;0.934221;0.532234;1.29823;1.68723;1.44821;0.574227;1.77022;1.73822;1.33821;0.544219;1.21721;1.99621;1.04222;2.14422;1.95722;2.65523;0.694224;1.45722;2.63123;1.80922;0.967223;0.723217;2.34422;1.69722;1.64423;1.24621;0.918237
;;0.452222;0.409221;0.822226;0.952233;0.770214;0.300232;0.488223;0.481227;0.807216;1.20222;1.12223;0.976227;0.574216;1.35222;1.83122;1.49623;0.71023;1.81521;0.314215;1.38422;0.585231;1.31723;2.04522;1.09523;2.18622;2.00421;2.74821;0.736226;1.50024;2.69322;1.85521;1.0112;0.76821;2.38923;1.73823;1.68721;1.28623;1.00123
;;0.604231;0.477231;0.340229;1.08122;1.01823;0.386228;0.537223;0.521219;0.867219;1.26221;1.1712;1.03522;0.614222;1.40622;1.88923;1.62223;0.752214;1.85823;0.365231;1.47323;0.625216;1.35722;2.08923;1.13623;2.25221;2.05821;2.81421;0.778216;1.55922;0.274232;1.89621;1.09323;0.808219;2.43821;1.78422;1.73223;1.32721;1.0412
;;0.394236;0.519231;0.392219;0.360223;0.193226;0.433214;0.593222;0.568226;0.908229;0.19223;1.29623;1.08823;0.657238;1.46923;0.345216;1.66222;0.799219;1.90921;0.410222;1.53822;0.668219;1.41623;2.17523;1.1772;2.31622;2.11124;0.240225;0.820223;1.59921;0.314226;1.98624;1.13422;0.848224;2.49124;1.82424;1.77922;1.36924;1.16522
;;0.436234;0.569231;0.450226;0.417232;0.247227;0.482221;0.681217;0.615213;0.949214;0.235231;1.43421;1.16122;0.703233;1.51721;0.385209;1.71224;0.840222;2.05323;0.45321;1.57921;0.764237;1.45723;2.35021;1.21923;2.38821;2.18421;0.281214;0.868217;1.64122;0.357221;2.04022;1.17522;0.889217;2.53122;1.87222;1.81922;1.41023;1.21223
;;0.484227;0.609226;0.506211;0.480227;0.291219;0.531212;0.736234;0.670205;0.991219;0.280234;0.326212;1.24021;0.745221;1.55822;0.428227;1.83223;0.880223;2.18224;0.494217;1.61922;0.808227;1.54722;2.39423;1.26722;2.49023;2.27723;0.323236;0.91421;1.68523;0.399229;2.09323;1.21622;0.975229;2.57323;1.9132;1.87922;1.45322;1.25224
;;0.579231;0.766224;0.558227;0.541229;0.347217;0.58021;0.799226;0.741221;1.04421;0.335225;0.367225;1.28021;0.785229;1.64224;0.468209;1.98822;0.924207;0.313209;0.535229;1.67723;0.859216;1.59523;2.59422;1.31123;2.60123;2.37722;0.36321;0.964226;1.73122;0.439229;2.14122;1.25622;1.02521;2.66423;1.95523;1.92322;1.49723;1.29222
;;0.684222;0.275231;0.611223;0.592235;0.389238;0.625235;0.857216;0.784219;1.11623;0.385227;0.419227;1.46223;0.827211;0.128214;0.528222;0.318229;0.966229;0.353219;0.579229;1.73322;0.917219;1.65821;0.115226;1.35521;0.236223;2.47923;0.404232;1.05221;1.77722;0.479229;2.18123;1.29822;1.07023;2.70922;1.99522;1.96921;1.53722;1.33721
;;;0.317224;0.709211;0.731222;0.435214;0.665229;0.932212;0.871217;1.16522;0.490222;0.464211;0.229229;0.875231;0.178223;0.570231;0.359227;1.00923;0.407231;0.620214;1.78423;1.00823;1.71523;0.158224;1.39523;0.27721;0.12423;0.446235;1.09421;1.83523;0.563227;2.22822;1.34024;1.11021;2.82021;2.03522;2.03021;1.57922;1.3772
;;;0.371219;0.750216;0.802207;0.492224;0.718226;1.00522;0.955221;1.38722;0.537226;0.505229;0.269224;0.921229;0.220205;0.614228;0.399209;1.04922;0.451229;0.660216;1.83924;1.04922;1.79524;0.199222;1.44123;0.319226;0.208216;0.489219;1.14422;1.92923;0.604223;2.26822;1.38522;1.15224;2.86123;2.10223;2.08724;1.62422;1.41823
;;;0.483226;0.845211;0.880222;0.537218;0.760213;1.12422;1.00022;1.43922;0.586205;0.547219;0.324229;0.975229;0.276224;0.655231;0.440209;1.14722;0.492236;0.705233;1.8842;1.08922;1.84223;0.28022;1.48123;0.359225;0.248218;0.530227;1.18822;1.98722;0.646211;2.31523;1.43423;1.19224;2.90521;2.14422;2.13623;1.66723;1.49823
;;;0.528221;0.200211;1.01322;0.600229;0.804226;0.143226;1.06023;0.190229;0.632224;0.589203;0.367229;1.02423;0.321225;0.720231;0.485237;1.18923;0.533219;0.746216;1.94322;1.13223;1.89222;0.451222;1.52323;0.399222;0.331234;0.624205;1.22823;2.05221;0.686233;2.35723;1.47722;1.23322;2.97324;2.18623;2.24423;1.71721;1.53824
;;;0.622231;0.299227;0.181229;0.720226;0.850227;0.194217;1.12123;0.230205;0.682217;0.697225;0.408223;1.06523;0.362214;0.761214;0.567234;1.23822;0.574229;0.786229;1.99422;1.17922;1.95121;0.492219;1.56522;0.482205;0.373216;0.67021;1.27022;2.09722;0.727233;2.42022;1.52121;1.27323;3.02022;2.22622;2.28721;1.75822;1.61922
;;;0.664231;0.349223;0.239222;0.762209;0.951226;0.236223;1.19422;0.321218;0.723216;0.740221;0.449209;1.10721;0.404219;0.805218;0.608229;1.34823;0.619233;0.831211;2.10022;1.22623;2.02523;0.532229;1.61421;0.523224;0.41321;0.71223;1.31022;2.18921;0.816233;2.46323;1.56124;1.35321;3.11723;2.28321;2.33023;1.80322;1.66421
;;;0.189224;0.415226;0.280223;0.869229;1.08722;0.290224;1.37122;0.365224;0.778216;0.78523;0.493221;1.14823;0.449233;0.845231;0.648231;1.39821;0.662227;0.875222;2.21523;1.28823;2.08322;0.574232;1.66522;0.565224;0.454219;0.803234;1.35222;2.28623;0.861222;2.50921;1.60322;1.39521;0.252216;2.32723;2.37622;1.89722;1.71523
